"cctv_id","description","location","floor","room","x_coordinate","y_coordinate","z_coordinate","orientation","modifieddatetime","x_px_coordinate","y_px_coordinate"
TSC CAM1438,,TSC,TSC_B4,,-5300589529,2407320405,,,2024-11-20 13:16:41.066,8507,2517
TSC CAM1445,,TSC,TSC_B4,,-5300585556,2407304193,,,2024-11-20 13:16:41.066,8657,2089
TSC CAM1453,,TSC,TSC_B4,,-5300585556,2407304329,,,2024-11-20 13:16:41.066,9257,2031
TSC CAM1454,,TSC,TSC_B4,,-5300592840,2407301573,,,2024-11-20 13:16:41.066,9259,2409
TSC CAM1456,,TSC,TSC_B4,,-5300594520,2407299323,,,2024-11-20 13:16:41.066,9465,2031
TSC CAM1457,,TSC,TSC_B4,,-5300588507,2407297860,,,2024-11-20 13:16:41.066,9741,2101
TSC CAM1458,,TSC,TSC_B4,,-5300596051,2407295586,,,2024-11-20 13:16:41.066,9465,2409
TSC CAM1459,,TSC,TSC_B4,,-5300604232,2407293296,,,2024-11-20 13:16:41.066,9743,2345
TSC CAM1460,,TSC,TSC_B4,,-5300586566,2407309370,,,2024-11-20 13:16:41.066,9675,2031
TSC CAM1461,,TSC,TSC_B4,,-5300582256,2407281551,,,2024-11-20 13:16:41.066,9675,2409
TSC CAM1462,,TSC,TSC_B4,,-5300586904,2407272483,,,2024-11-20 13:16:41.066,9535,1931
TSC CAM1464,,TSC,TSC_B4,,-5300591625,2407262741,,,2024-11-20 13:16:41.066,9775,2345
TSC CAM1466,,TSC,TSC_B4,,-5300583284,2407251121,,,2024-11-20 13:16:41.066,9951,2031
TSC CAM1469,,TSC,TSC_B4,,-5300468061,2407304260,,,2024-11-20 13:16:41.066,10127,2101
TSC CAM1470,,TSC,TSC_B4,,-5300454103,2407304260,,,2024-11-20 13:16:41.066,10155,2467
TSC CAM1472,,TSC,TSC_B4,,-5300449463,2407304329,,,2024-11-20 13:16:41.066,10219,2467
TSC CAM1474,,TSC,TSC_B4,,-5300465254,2407287003,,,2024-11-20 13:16:41.066,10631,2465
TSC CAM1475,,TSC,TSC_B4,,-5300370992,2407265128,,,2024-11-20 13:16:41.066,10783,2029
TSC CAM1476,,TSC,TSC_B4,,-5300310920,2407221527,,,2024-11-20 13:16:41.066,7603,3761
TSC CAM1477,,TSC,TSC_B4,,-5300376449,2407237942,,,2024-11-20 13:16:41.066,8419,3763
TSC CAM1478,,TSC,TSC_B4,,-5300354955,2407237840,,,2024-11-20 13:16:41.066,8407,3297
TSC CAM1479,,TSC,TSC_B4,,-5300353539,2407251690,,,2024-11-20 13:16:41.066,8437,3359
TSC CAM1480,,TSC,TSC_B4,,-5300351943,2407249962,,,2024-11-20 13:16:41.066,8755,3281
TSC CAM1481,,TSC,TSC_B4,,-5300342861,2407252689,,,2024-11-20 13:16:41.066,8485,3399
TSC CAM1483,,TSC,TSC_B4,,-5300351750,2407245700,,,2024-11-20 13:16:41.066,8663,4133
TSC CAM1484,,TSC,TSC_B4,,-5300345334,2407227240,,,2024-11-20 13:16:41.066,8435,4397
TSC CAM1486,,TSC,TSC_B4,,-5300332527,2407229236,,,2024-11-20 13:16:41.066,9239,4753
TSC CAM1487,,TSC,TSC_B4,,-5300329173,2407209347,,,2024-11-20 13:16:41.066,9359,4749
TSC CAM1488,,TSC,TSC_B4,,-5300370058,2407299746,,,2024-11-20 13:16:41.066,8799,4353
TSC CAM1490,,TSC,TSC_B4,,-5300367533,2407295697,,,2024-11-20 13:16:41.066,10719,1271
TSC CAM1510,,TSC,TSC_B4,,,,,,2024-11-20 13:16:41.066,7411,2213
TSC CAM1511,,TSC,TSC_B4,,-5300326856,2407210333,,,2024-11-20 13:16:41.066,9643,4535
TSC CAM1512,,TSC,TSC_B4,,,,,,2024-11-20 13:16:41.066,5439,1931
TSC CAM1520,,TSC,TSC_B4,,-5300607722,2407305489,,,2024-11-20 13:16:41.066,6791,2089
TSC CAM1522,,TSC,TSC_B4,,-5300597520,2407312041,,,2024-11-20 13:16:41.066,5439,2517
TSC CAM1523,,TSC,TSC_B4,,-5300594115,2407312041,,,2024-11-20 13:16:41.066,5547,2351
TSC CAM1549,,TSC,TSC_B4,,-5300508736,2407307943,,,2024-11-20 13:16:41.066,2159,1091
TSC CAM1550,,TSC,TSC_B4,,-5300518821,2407300582,,,2024-11-20 13:16:41.066,3151,1349
TSC CAM1589,,TSC,TSC_B4,,-5300375695,2407307964,,,2024-11-20 13:16:41.100,8625,2089
TSC CAM1590,,TSC,TSC_B4,,-5300377221,2407298746,,,2024-11-20 13:16:41.100,9055,2351
TSC CAM1592,,TSC,TSC_B4,,-5300373835,2407298806,,,2024-11-20 13:16:41.100,1211,1973
TSC CAM1593,,TSC,TSC_B4,,-5300365404,2407299721,,,2024-11-20 13:16:41.100,9829,2419
TSC CAM1610,,TSC,TSC_B4,,,,,,2024-11-20 13:16:41.100,2127,2223
TSC CAM1611,,TSC,TSC_B4,,,,,,2024-11-20 13:16:41.100,4921,2117
TSC CAM1612,,TSC,TSC_B4,,,,,,2024-11-20 13:16:41.100,6373,2319
TSC CAM1613,,TSC,TSC_B4,,,,,,2024-11-20 13:16:41.100,8863,2351
TSC CAM1614,,TSC,TSC_B4,,,,,,2024-11-20 13:16:41.100,8863,2089
TSC CAM1625,,TSC,TSC_B4,,-5300458726,2407249577,,,2024-11-20 13:16:41.100,2399,2517
TSC CAM1627,,TSC,TSC_B4,,-5300590090,2407332544,,,2024-11-20 13:16:41.100,9583,2517
TSC CAM1628,,TSC,TSC_B4,,,,,,2024-11-20 13:16:41.100,9575,1931
