"Asset ID","Description","Short Description","RSA Template","Related CCTV","Location","Floor","Room","Source Connection","rsa_device_description","x_coordinate","y_coordinate","display_maps"
TSC-Z-6182,"Zone 6182: GF CS, LIFT  TSC-TL-56",Z-6182,FDS_ZONE,"{""TSC CAM1015"",""TSC CAM1016"",""TSC CAM1020"",""TSC CAM1021""}",TSC,TSC_GF,,59,"Zone 6182: GF CS, LIFT  TSC-TL-56",,,true
TSC-Z-6183,"Zone 6183: GF CS, LIFT TSC-LFT-0013 TSC-TL-13",Z-6183,FDS_ZONE,"{""TSC CAM1023"",""TSC CAM1024""}",TSC,TSC_GF,,59,"Zone 6183: GF CS, LIFT TSC-LFT-0013 TSC-TL-13",,,true
TSC-Z-62140,"Zone 62140: B4 CS, HV SUB B GAS 611-42 TSC-TC-04",Z-62140,FDS_ZONE,,TSC,TSC_B4,,93,"Zone 62140: B4 CS, HV SUB B GAS 611-42 TSC-TC-04",,,true
TSC-Z-62141,"Zone 62141: B4 CS, HV SUBSTATION B 611-42 TSC-TC-04",Z-62141,FDS_ZONE,,TSC,TSC_B4,,93,"Zone 62141: B4 CS, HV SUBSTATION B 611-42 TSC-TC-04",,,true
TSC-ASD-1004,"B4 CS, HV SUB B 611-42, TSC-ASD-1004",ASD-1004,FDS_DEVICE_ASD,,TSC,TSC_B4,,93,"B4 CS, HV SUB B 611-42, TSC-ASD-1004",,,true
TSC-Z-62120,"Zone 62120: B4 CS, UPS/BATT A - GAS 640-41 TSC-TC-02",Z-62120,FDS_ZONE,,TSC,TSC_B4,,93,"Zone 62120: B4 CS, UPS/BATT A - GAS 640-41 TSC-TC-02",,,true
TSC-GSD-0005,"B4 CS, HV SUB A GAS DISCH , TSC-GSD-0005",GSD-0005,FDS_DEVICE,,TSC,TSC_B4,,93,"B4 CS, HV SUB A GAS DISCH , TSC-GSD-0005",,,false
TSC-Z-62142,"Zone 62142: B4 CS, HV SUB B FLT/ISO 611-42 TSC-TC-04",Z-62142,FDS_ZONE,,TSC,TSC_B4,,93,"Zone 62142: B4 CS, HV SUB B FLT/ISO 611-42 TSC-TC-04",,,true
TSC-Z-62150,"Zone 62150: B4 CS, HV SUB A GAS 611-41 TSC-TC-05",Z-62150,FDS_ZONE,,TSC,TSC_B4,,93,"Zone 62150: B4 CS, HV SUB A GAS 611-41 TSC-TC-05",,,true
TSC-Z-62151,"Zone 62151: B4 CS, HV SUBSTATION A 611-41 TSC-TC-05",Z-62151,FDS_ZONE,,TSC,TSC_B4,,93,"Zone 62151: B4 CS, HV SUBSTATION A 611-41 TSC-TC-05",,,true
TSC-SPE-1185,"B5 CS, TBC TBC, TSC-SPE-1185",SPE-1185,FDS_DEVICE,"{""TSC CAM1305"",""TSC CAM1310""}",TSC,TSC_B5,,59,"B5 CS, TBC TBC, TSC-SPE-1185",-5300512218,2407315851,true
TSC-SPE-1186,"B5 CS, TBC TBC, TSC-SPE-1186",SPE-1186,FDS_DEVICE,"{""TSC CAM1305""}",TSC,TSC_B5,,59,"B5 CS, TBC TBC, TSC-SPE-1186",-5300527866,2407313013,true
TSC-GSD-0002,"B4 CS, UPS/BATT A-GAS DIS , TSC-GSD-0002",GSD-0002,FDS_DEVICE,,TSC,TSC_B4,,93,"B4 CS, UPS/BATT A-GAS DIS , TSC-GSD-0002",,,false
TSC-SPE-1158,"B4 CS, HV SUB B 611-42, TSC-SPE-1158",SPE-1158,FDS_DEVICE,,TSC,TSC_B4,,93,"B4 CS, HV SUB B 611-42, TSC-SPE-1158",-5300430234,2407304526,true
TSC-Z-62112,"Zone 62112: B4 CS, EQUIP.RM FLT/ISO 705-41 TSC-TC-01",Z-62112,FDS_ZONE,,TSC,TSC_B4,,93,"Zone 62112: B4 CS, EQUIP.RM FLT/ISO 705-41 TSC-TC-01",,,true
TSC-Z-62152,"Zone 62152: B4 CS, HV SUB A FLT/ISO 611-41 TSC-TC-05",Z-62152,FDS_ZONE,,TSC,TSC_B4,,93,"Zone 62152: B4 CS, HV SUB A FLT/ISO 611-41 TSC-TC-05",,,true
TSC-Z-6165,"Zone 6165: B1 CS, CONCOURSE 102-43 TSC-TD-02",Z-6165,FDS_ZONE,"{""TSC CAM1080"",""TSC CAM1085"",""TSC CAM1086"",""TSC CAM1531""}",TSC,TSC_B1,,59,"Zone 6165: B1 CS, CONCOURSE 102-43 TSC-TD-02",,,true
TSC-Z-63110,"Zone 63110: B4 C, OHLE SW/RM - GAS 601-1 TSC-CC-01",Z-63110,FDS_ZONE,,TSC,TSC_B4,,94,"Zone 63110: B4 C, OHLE SW/RM - GAS 601-1 TSC-CC-01",,,true
TSC-Z-6412,"Zone 6412: B3 C, LIFT  TSC-CL-12",Z-6412,FDS_ZONE,"{""TSC CAM1206"",""TSC CAM1207""}",TSC,TSC_B3,,95,"Zone 6412: B3 C, LIFT  TSC-CL-12",,,true
TSC-Z-69202,"Zone 69202: CS, SPRINKLER M/V  TSC-FLS-0002",Z-69202,FDS_ZONE,,TSC,,,59,"Zone 69202: CS, SPRINKLER M/V  TSC-FLS-0002",,,true
TSC-Z-69302,"Zone 69302: CS, HYDRANT M/V  TSC-IVM-0002",Z-69302,FDS_ZONE,,TSC,,,59,"Zone 69302: CS, HYDRANT M/V  TSC-IVM-0002",,,true
TSC-Z-69312,"Zone 69312: CS, HYDRANT M/V  TSC-IVM-0012",Z-69312,FDS_ZONE,,TSC,,,59,"Zone 69312: CS, HYDRANT M/V  TSC-IVM-0012",,,true
TSC-Z-60161,"Zone 60161: TUN, XP14, Hyd Main M/V  MDE-IVM-1014",Z-60161,FDS_ZONE,,SDU,,,93,"Zone 60161: TUN, XP14, Hyd Main M/V  MDE-IVM-1014",,,true
TSC-ASD-1005,"B4 CS, EQUIPMENT RM 705-41, TSC-ASD-1005",ASD-1005,FDS_DEVICE_ASD,,TSC,TSC_B4,,93,"B4 CS, EQUIPMENT RM 705-41, TSC-ASD-1005",,,true
TSC-Z-69215,"Zone 69215: C, SPRINKLER M/V  TSC-FLS-0015",Z-69215,FDS_ZONE,,TSC,,,95,"Zone 69215: C, SPRINKLER M/V  TSC-FLS-0015",,,true
TSC-Z-60273,"Zone 60273: TUN, XP16, Hyd Main M/V  SDU-IVM-1016",Z-60273,FDS_ZONE,,SDU,,,95,"Zone 60273: TUN, XP16, Hyd Main M/V  SDU-IVM-1016",,,true
TSC-Z-62121,"Zone 62121: B4 CS, UPS/BATT A 640-41 TSC-TC-02",Z-62121,FDS_ZONE,,TSC,TSC_B4,,93,"Zone 62121: B4 CS, UPS/BATT A 640-41 TSC-TC-02",,,true
TSC-Z-69119,"Zone 69119: FS, SPRINKLER F/SW  TSC-FLS-0019",Z-69119,FDS_ZONE,,TSC,,,96,"Zone 69119: FS, SPRINKLER F/SW  TSC-FLS-0019",,,true
TSC-Z-69120,"Zone 69120: FS, SPRINKLER F/SW  TSC-FLS-0020",Z-69120,FDS_ZONE,,TSC,,,96,"Zone 69120: FS, SPRINKLER F/SW  TSC-FLS-0020",,,true
TSC-Z-69130,"Zone 69130: OSD, SPRINKLER F/SW  TSC-FLS-0018",Z-69130,FDS_ZONE,,TSC,,,97,"Zone 69130: OSD, SPRINKLER F/SW  TSC-FLS-0018",,,true
TSC-Z-69138,"Zone 69138: OSD, SPRINKLER F/SW  TSC-FLS-0021",Z-69138,FDS_ZONE,,TSC,,,97,"Zone 69138: OSD, SPRINKLER F/SW  TSC-FLS-0021",,,true
TSC-Z-6411,"Zone 6411: B3 C, BOH AREAS  TSC-CA-01",Z-6411,FDS_ZONE,"{""TSC CAM1643"",""TSC CAM1542"",""TSC CAM1205"",""TSC CAM1546""}",TSC,TSC_B3,,95,"Zone 6411: B3 C, BOH AREAS  TSC-CA-01",,,true
TSC-Z-62122,"Zone 62122: B4 CS, UPS/BATA-FLT/ISO 640-41 TSC-TC-02",Z-62122,FDS_ZONE,,TSC,TSC_B4,,93,"Zone 62122: B4 CS, UPS/BATA-FLT/ISO 640-41 TSC-TC-02",,,true
TSC-ASD-1008,"B4 CS, UPS/BATT B 640-42, TSC-ASD-1008",ASD-1008,FDS_DEVICE_ASD,,TSC,TSC_B4,,93,"B4 CS, UPS/BATT B 640-42, TSC-ASD-1008",-5300457878,2407307407,true
TSC-Z-62111,"Zone 62111: B4 CS, EQUIPMENT RM 705-41 TSC-TC-01",Z-62111,FDS_ZONE,,TSC,TSC_B4,,93,"Zone 62111: B4 CS, EQUIPMENT RM 705-41 TSC-TC-01",,,true
TSC-Z-69229,"Zone 69229: OSD, SPRINKLER M/V  TSC-FLS-0017",Z-69229,FDS_ZONE,,TSC,,,97,"Zone 69229: OSD, SPRINKLER M/V  TSC-FLS-0017",,,true
TSC-SPE-1164,"B4 CS, UPS/BATT A 640-41, TSC-SPE-1164",SPE-1164,FDS_DEVICE,,TSC,TSC_B4,,93,"B4 CS, UPS/BATT A 640-41, TSC-SPE-1164",-5300472383,2407304526,true
TSC-SPE-1149,"B4 CS, HV SUB A 611-41, TSC-SPE-1149",SPE-1149,FDS_DEVICE,,TSC,TSC_B4,,93,"B4 CS, HV SUB A 611-41, TSC-SPE-1149",-5300428594,2407316306,true
TSC-SPE-1161,"B4 CS, EQUIPMENT RM 705-41, TSC-SPE-1161",SPE-1161,FDS_DEVICE,,TSC,TSC_B4,,93,"B4 CS, EQUIPMENT RM 705-41, TSC-SPE-1161",-5300451609,2407304606,true
TSC-SPE-3185,"B3M OSD, BOH C'DOR 151-75, TSC-SPE-3185",SPE-3185,FDS_DEVICE,"{""TSC CAM1274""}",TSC,TSC_B3,,97,"B3M OSD, BOH C'DOR 151-75, TSC-SPE-3185",-5300334747,2407220657,true
TSC-Z-69372,"Zone 69372: OSD, HYDRANT M/V  TSC-IVM-0052",Z-69372,FDS_ZONE,,TSC,,,97,"Zone 69372: OSD, HYDRANT M/V  TSC-IVM-0052",,,true
TSC-Z-69231,"Zone 69231: OSD, SPRINKLER M/V  TSC-FLS-0019",Z-69231,FDS_ZONE,,TSC,,,97,"Zone 69231: OSD, SPRINKLER M/V  TSC-FLS-0019",,,true
TSC-Z-6131,"Zone 6131: B3 CS, SERVICES  TSC-TP-01",Z-6131,FDS_ZONE,,TSC,TSC_B3,,59,"Zone 6131: B3 CS, SERVICES  TSC-TP-01",,,true
TSC-Z-62130,"Zone 62130: B4 CS, UPS/BATT B - GAS 640-42 TSC-TC-03",Z-62130,FDS_ZONE,,TSC,TSC_B4,,93,"Zone 62130: B4 CS, UPS/BATT B - GAS 640-42 TSC-TC-03",,,true
TSC-ASD-1007,"B4 CS, UPS/BATT A 640-41, TSC-ASD-1007",ASD-1007,FDS_DEVICE_ASD,,TSC,TSC_B4,,93,"B4 CS, UPS/BATT A 640-41, TSC-ASD-1007",,,true
TSC-Z-6561,"Zone 6561: GF FS, LIFT  TSC-FL-09",Z-6561,FDS_ZONE,"{""TSC CAM1295"",""TSC CAM1296""}",TSC,TSC_GF,,96,"Zone 6561: GF FS, LIFT  TSC-FL-09",,,true
TSC-SPE-1171,"B4 CS, BOH C'DOR 151-42, TSC-SPE-1171",SPE-1171,FDS_DEVICE,"{""TSC CAM1591"",""TSC CAM1311""}",TSC,TSC_B4,,59,"B4 CS, BOH C'DOR 151-42, TSC-SPE-1171",-5300466843,2407310472,true
TSC-SPE-1174,"B4 CS, BOH C'DOR 151-42, TSC-SPE-1174",SPE-1174,FDS_DEVICE,"{""TSC CAM1308""}",TSC,TSC_B4,,59,"B4 CS, BOH C'DOR 151-42, TSC-SPE-1174",-5300481574,2407308682,true
TSC-SPE-1177,"B4 CS, METER 654-41, TSC-SPE-1177",SPE-1177,FDS_DEVICE,,TSC,TSC_B4,,59,"B4 CS, METER 654-41, TSC-SPE-1177",-5300485412,2407312915,true
TSC-SPE-1178,"B4 CS, EQUIPMENT RM 234-41, TSC-SPE-1178",SPE-1178,FDS_DEVICE,,TSC,TSC_B4,,59,"B4 CS, EQUIPMENT RM 234-41, TSC-SPE-1178",-5300490884,2407312815,true
TSC-SPE-1181,"B4 CS, SERV.TRANS 825-47, TSC-SPE-1181",SPE-1181,FDS_DEVICE,,TSC,TSC_B4,,59,"B4 CS, SERV.TRANS 825-47, TSC-SPE-1181",-5300492359,2407305147,true
TSC-SPE-1191,"B4 CS, BOH C'DOR 151-42, TSC-SPE-1191",SPE-1191,FDS_DEVICE,,TSC,TSC_B4,,59,"B4 CS, BOH C'DOR 151-42, TSC-SPE-1191",-5300503518,2407308172,true
TSC-Z-6632,"Zone 6632: GFM OSD, HVAC PLANT  TSC-OT-01",Z-6632,FDS_ZONE,"{""TSC CAM1506"",""TSC CAM1507""}",TSC,TSC_GF,,97,"Zone 6632: GFM OSD, HVAC PLANT  TSC-OT-01",,,true
TSC-Z-6649,"Zone 6649: B1 OSD, RETAIL UNIT  TSC-OR-04",Z-6649,FDS_ZONE,,TSC,TSC_B1,,97,"Zone 6649: B1 OSD, RETAIL UNIT  TSC-OR-04",,,true
TSC-Z-6652,"Zone 6652: B1 OSD, RETAIL UNIT  TSC-OR-07",Z-6652,FDS_ZONE,,TSC,TSC_B1,,97,"Zone 6652: B1 OSD, RETAIL UNIT  TSC-OR-07",,,true
TSC-Z-6671,"Zone 6671: B3M OSD, BOH  ",Z-6671,FDS_ZONE,"{""TSC CAM1301"",""TSC CAM1032"",""TSC CAM1279"",""TSC CAM1275""}",TSC,TSC_B3,,97,"Zone 6671: B3M OSD, BOH  ",,,true
TSC-Z-6124,"Zone 6124: B4 CS, BOH  TSC-TU-01",Z-6124,FDS_ZONE,"{""TSC CAM1591"",""TSC CAM1311"",""TSC CAM1308"",""TSC CAM1550""}",TSC,TSC_B4,,59,"Zone 6124: B4 CS, BOH  TSC-TU-01",,,true
TSC-Z-6672,"Zone 6672: B3M OSD, BOH  TSC-OH-01",Z-6672,FDS_ZONE,"{""TSC CAM1272"",""TSC CAM1314"",""TSC CAM1273"",""TSC CAM1274""}",TSC,TSC_B3,,97,"Zone 6672: B3M OSD, BOH  TSC-OH-01",,,true
TSC-Z-6682,"Zone 6682: B4 OSD, BOH  TSC-OK-01",Z-6682,FDS_ZONE,,TSC,TSC_B4,,97,"Zone 6682: B4 OSD, BOH  TSC-OK-01",,,true
TSC-Z-66120,"Zone 66120: B4 OSD, HV SUB B - GAS 610-72 TSC-OC-04",Z-66120,FDS_ZONE,,TSC,TSC_B4,,97,"Zone 66120: B4 OSD, HV SUB B - GAS 610-72 TSC-OC-04",,,true
TSC-Z-66142,"Zone 66142: B4 OSD, EQUIP - FLT/ISO 706-71 TSC-OC-05",Z-66142,FDS_ZONE,,TSC,TSC_B4,,97,"Zone 66142: B4 OSD, EQUIP - FLT/ISO 706-71 TSC-OC-05",,,true
TSC-SPE-1155,"B4 CS, LV RISER 660-41, TSC-SPE-1155",SPE-1155,FDS_DEVICE,,TSC,TSC_B4,,59,"B4 CS, LV RISER 660-41, TSC-SPE-1155",-5300476718,2407321916,true
TSC-SPE-1172,"B4 CS, BOH C'DOR 151-42, TSC-SPE-1172",SPE-1172,FDS_DEVICE,"{""TSC CAM1591""}",TSC,TSC_B4,,59,"B4 CS, BOH C'DOR 151-42, TSC-SPE-1172",-5300475965,2407310472,true
TSC-Z-6123,"Zone 6123: B4 CS, TBC  TSC-TL-56",Z-6123,FDS_ZONE,,TSC,TSC_B4,,59,"Zone 6123: B4 CS, TBC  TSC-TL-56",,,true
TSC-Z-66212,"Zone 66212: B3M OSD, UPS/BT-FLT/ISO 640-71 TSC-OC-01",Z-66212,FDS_ZONE,,TSC,TSC_B3,,97,"Zone 66212: B3M OSD, UPS/BT-FLT/ISO 640-71 TSC-OC-01",,,true
TSC-Z-66523,"Zone 66523: B3M OSD, SHAFT 801-71 TSC-FPD-3001",Z-66523,FDS_ZONE,,TSC,TSC_B3,,97,"Zone 66523: B3M OSD, SHAFT 801-71 TSC-FPD-3001",,,true
TSC-Z-66524,"Zone 66524: B3M OSD, SHAFT 801-71 TSC-FPD-3002",Z-66524,FDS_ZONE,,TSC,TSC_B3,,97,"Zone 66524: B3M OSD, SHAFT 801-71 TSC-FPD-3002",,,true
TSC-Z-66527,"Zone 66527: B3M OSD, SHAFT 801-71 TSC-FPD-3004",Z-66527,FDS_ZONE,,TSC,TSC_B3,,97,"Zone 66527: B3M OSD, SHAFT 801-71 TSC-FPD-3004",,,true
TSC-Z-6553,"Zone 6553: B1 FS, CONCOURSE  TSC-FB-01",Z-6553,FDS_ZONE,"{""TSC CAM1156"",""TSC CAM1127"",""TSC CAM1126"",""TSC CAM1584""}",TSC,TSC_B1,,96,"Zone 6553: B1 FS, CONCOURSE  TSC-FB-01",,,true
TSC-SPE-1156,"B4 CS, LV RISER 660-41, TSC-SPE-1156",SPE-1156,FDS_DEVICE,,TSC,TSC_B4,,59,"B4 CS, LV RISER 660-41, TSC-SPE-1156",-5300477918,2407321916,true
TSC-SPE-1157,"B4 CS, ECS PLANTM 801-41, TSC-SPE-1157",SPE-1157,FDS_DEVICE,,TSC,TSC_B4,,59,"B4 CS, ECS PLANTM 801-41, TSC-SPE-1157",-5300475888,2407316726,true
TSC-SPE-1154,"B4 CS, ECS PLANTM 801-41, TSC-SPE-1154",SPE-1154,FDS_DEVICE,,TSC,TSC_B4,,59,"B4 CS, ECS PLANTM 801-41, TSC-SPE-1154",-5300469278,2407316131,true
TSC-SPE-1197,"B4 CS, TBC TBC, TSC-SPE-1197",SPE-1197,FDS_DEVICE,,TSC,TSC_B4,,59,"B4 CS, TBC TBC, TSC-SPE-1197",-5300497040,2407323096,true
TSC-SPE-1194,"B4 CS, CLEANER CUPB 235-41, TSC-SPE-1194",SPE-1194,FDS_DEVICE,,TSC,TSC_B4,,59,"B4 CS, CLEANER CUPB 235-41, TSC-SPE-1194",-5300503532,2407310712,true
TSC-SPE-1196,"B4 CS, TBC TBC, TSC-SPE-1196",SPE-1196,FDS_DEVICE,,TSC,TSC_B4,,59,"B4 CS, TBC TBC, TSC-SPE-1196",-5300500140,2407323096,true
TSC-Z-6187,"Zone 6187: GF CS, HYD.RISER 890-50 TBC",Z-6187,FDS_DEVICE,,TSC,TSC_GF,,59,"Zone 6187: GF CS, HYD.RISER 890-50 TBC",,,true
TSC-SPE-1127,"B3 CS, SERVICE CENT 202-41, TSC-SPE-1127",SPE-1127,FDS_DEVICE,,TSC,TSC_B3,,59,"B3 CS, SERVICE CENT 202-41, TSC-SPE-1127",-5300503693,2407309614,true
TSC-SPE-1175,"B4 CS, MECH. PLANT 812-45, TSC-SPE-1175",SPE-1175,FDS_DEVICE,,TSC,TSC_B4,,59,"B4 CS, MECH. PLANT 812-45, TSC-SPE-1175",-5300488798,2407302117,true
TSC-SPE-1176,"B4 CS, MECH. PLANT 812-45, TSC-SPE-1176",SPE-1176,FDS_DEVICE,,TSC,TSC_B4,,59,"B4 CS, MECH. PLANT 812-45, TSC-SPE-1176",-5300488698,2407305147,true
TSC-SPE-1159,"B4 CS, SWITCHROOM 650-42, TSC-SPE-1159",SPE-1159,FDS_DEVICE,,TSC,TSC_B4,,59,"B4 CS, SWITCHROOM 650-42, TSC-SPE-1159",-5300436618,2407306231,true
TSC-SPE-1305,"B4 CS, HV SUB A 611-41, TSC-SPE-1305",SPE-1305,FDS_DEVICE,,TSC,TSC_B4,,59,"B4 CS, HV SUB A 611-41, TSC-SPE-1305",-5300426854,2407304526,true
TSC-SPE-1182,"B4 CS, C'DOR 405-41, TSC-SPE-1182",SPE-1182,FDS_DEVICE,,TSC,TSC_B4,,59,"B4 CS, C'DOR 405-41, TSC-SPE-1182",-5300483790,2407317936,true
TSC-Z-6531,"Zone 6531: B3M FS, MECH.RISER  TSC-FJ-01",Z-6531,FDS_ZONE,,TSC,TSC_B3,,96,"Zone 6531: B3M FS, MECH.RISER  TSC-FJ-01",,,true
TSC-Z-6541,"Zone 6541: B2 FS,   ",Z-6541,FDS_ZONE,,TSC,TSC_B2,,96,"Zone 6541: B2 FS,   ",,,true
TSC-SPE-2023,"B3 FS, FIELD DEVICE 710-21, TSC-SPE-2023",SPE-2023,FDS_DEVICE,,TSC,TSC_B3,,96,"B3 FS, FIELD DEVICE 710-21, TSC-SPE-2023",-5300272825,2407314098,true
TSC-SPE-2040,"B3 FS, LV SWITCHRM A 650-5, TSC-SPE-2040",SPE-2040,FDS_DEVICE,,TSC,TSC_B3,,96,"B3 FS, LV SWITCHRM A 650-5, TSC-SPE-2040",-5300297114,2407311523,true
TSC-Z-6551,"Zone 6551: B1 FS, BOH C'DOR  TSC-FD-01",Z-6551,FDS_ZONE,,TSC,TSC_B1,,96,"Zone 6551: B1 FS, BOH C'DOR  TSC-FD-01",,,true
TSC-Z-6552,"Zone 6552: B1 FS, HVAC PLANT  TSC-FD-01",Z-6552,FDS_ZONE,,TSC,TSC_B1,,96,"Zone 6552: B1 FS, HVAC PLANT  TSC-FD-01",,,true
TSC-SPE-2008,"B1 FS, HVAC PLANT 811-21, TSC-SPE-2008",SPE-2008,FDS_DEVICE,,TSC,TSC_B1,,96,"B1 FS, HVAC PLANT 811-21, TSC-SPE-2008",-5300268451,2407332852,true
TSC-Z-6415,"Zone 6415: B3 C, CONCOURSE   TSC-CE-01",Z-6415,FDS_ZONE,"{""TSC CAM1261"",""TSC CAM1267"",""TSC CAM1282"",""TSC CAM1303""}",TSC,TSC_B3,,95,"Zone 6415: B3 C, CONCOURSE   TSC-CE-01",,,true
TSC-SPE-2009,"B1 FS, HVAC PLANT 811-21, TSC-SPE-2009",SPE-2009,FDS_DEVICE,,TSC,TSC_B1,,96,"B1 FS, HVAC PLANT 811-21, TSC-SPE-2009",-5300268150,2407340485,true
TSC-ASD-2001,"B1 FS, HVAC PLANT 811-21, TSC-ASD-2001",ASD-2001,FDS_DEVICE_ASD,,TSC,TSC_B1,,96,"B1 FS, HVAC PLANT 811-21, TSC-ASD-2001",-5300269625,2407337647,true
TSC-Z-6417,"Zone 6417: B3 C, LIFT  TSC-CL-14",Z-6417,FDS_ZONE,"{""TSC CAM1288"",""TSC CAM1289""}",TSC,TSC_B3,,95,"Zone 6417: B3 C, LIFT  TSC-CL-14",,,true
TSC-Z-6414,"Zone 6414: B3 C, LIFT  TSC-CL-21",Z-6414,FDS_ZONE,"{""TSC CAM1355"",""TSC CAM1356"",""TSC CAM1357"",""TSC CAM1358""}",TSC,TSC_B3,,95,"Zone 6414: B3 C, LIFT  TSC-CL-21",,,true
TSC-SPE-4049,"B4 FS, TIE STATION 603-1, TSC-SPE-4049",SPE-4049,FDS_DEVICE,,TSC,TSC_B4,,96,"B4 FS, TIE STATION 603-1, TSC-SPE-4049",-5300295168,2407282793,true
TSC-SPE-4048,"B4 FS, TIE STATION 603-1, TSC-SPE-4048",SPE-4048,FDS_DEVICE,,TSC,TSC_B4,,96,"B4 FS, TIE STATION 603-1, TSC-SPE-4048",-5300297304,2407286988,true
TSC-SPE-2019,"B1 FS, CONCOURSE 103-22, TSC-SPE-2019",SPE-2019,FDS_DEVICE,"{""TSC CAM1566""}",TSC,TSC_B1,,96,"B1 FS, CONCOURSE 103-22, TSC-SPE-2019",-5300273378,2407314237,true
TSC-SPE-3187,"B1 OSD, OSD SWITCHRM N/A, TSC-SPE-3187",SPE-3187,FDS_DEVICE,,TSC,TSC_B1,,97,"B1 OSD, OSD SWITCHRM N/A, TSC-SPE-3187",-5300330292,2407223903,true
TSC-HTD-3003,"B1 OSD, TOILET 911-71, TSC-HTD-3003",HTD-3003,FDS_DEVICE,,TSC,TSC_B1,,97,"B1 OSD, TOILET 911-71, TSC-HTD-3003",,,true
TSC-HTD-3004,"B1 OSD, TOILET 910-71, TSC-HTD-3004",HTD-3004,FDS_DEVICE,,TSC,TSC_B1,,97,"B1 OSD, TOILET 910-71, TSC-HTD-3004",,,true
TSC-Z-6642,"Zone 6642: B1 OSD, COMMUNICATIONS CUPB  TSC-OD-02",Z-6642,FDS_ZONE,,TSC,TSC_B1,,97,"Zone 6642: B1 OSD, COMMUNICATIONS CUPB  TSC-OD-02",,,true
TSC-HTD-3002,"B1 OSD, TOILET 910-71, TSC-HTD-3002",HTD-3002,FDS_DEVICE,,TSC,TSC_B1,,97,"B1 OSD, TOILET 910-71, TSC-HTD-3002",,,true
TSC-HTD-3001,"B1 OSD, TOILET 911-71, TSC-HTD-3001",HTD-3001,FDS_DEVICE,,TSC,TSC_B1,,97,"B1 OSD, TOILET 911-71, TSC-HTD-3001",,,true
TSC-SPE-3425,"B1 OSD, LOAD BAY 246-7, TSC-SPE-3425",SPE-3425,FDS_DEVICE,,TSC,TSC_B1,,97,"B1 OSD, LOAD BAY 246-7, TSC-SPE-3425",-5300358629,2407212603,true
TSC-SPE-3197,"B1 OSD, LOAD BAY 246-7, TSC-SPE-3197",SPE-3197,FDS_DEVICE,,TSC,TSC_B1,,97,"B1 OSD, LOAD BAY 246-7, TSC-SPE-3197",-5300368479,2407212603,true
TSC-Z-6416,"Zone 6416: B3 C, LIFT  TSC-CL-34",Z-6416,FDS_ZONE,"{""TSC CAM1427"",""TSC CAM1428"",""TSC CAM1429"",""TSC CAM1430""}",TSC,TSC_B3,,95,"Zone 6416: B3 C, LIFT  TSC-CL-34",,,true
TSC-Z-6418,"Zone 6418: B3 C, C'DOR  TSC-CF-01",Z-6418,FDS_ZONE,"{""TSC CAM1299"",""TSC CAM1297"",""TSC CAM1298""}",TSC,TSC_B3,,95,"Zone 6418: B3 C, C'DOR  TSC-CF-01",,,true
TSC-Z-6419,"Zone 6419: B3 C, LIFT  TSC-CL-16",Z-6419,FDS_ZONE,"{""TSC CAM1285"",""TSC CAM1286""}",TSC,TSC_B3,,95,"Zone 6419: B3 C, LIFT  TSC-CL-16",,,true
TSC-Z-6431,"Zone 6431: B4 C, BOH  TSC-CG-01",Z-6431,FDS_ZONE,"{""TSC CAM1319"",""TSC CAM1326"",""TSC CAM1316""}",TSC,TSC_B4,,95,"Zone 6431: B4 C, BOH  TSC-CG-01",,,true
TSC-SPE-4038,"B3 C, CONCOURSE 103-72, TSC-SPE-4038",SPE-4038,FDS_DEVICE,"{""TSC CAM1261"",""TSC CAM1269""}",TSC,TSC_B3,,95,"B3 C, CONCOURSE 103-72, TSC-SPE-4038",-5300363863,2407258760,true
TSC-SPE-4002,"B3 C, C'DOR 405-2, TSC-SPE-4002",SPE-4002,FDS_DEVICE,,TSC,TSC_B3,,95,"B3 C, C'DOR 405-2, TSC-SPE-4002",-5300310042,2407273917,true
TSC-SPE-4080,"B3 C, C'DOR 405-2, TSC-SPE-4080",SPE-4080,FDS_DEVICE,,TSC,TSC_B3,,95,"B3 C, C'DOR 405-2, TSC-SPE-4080",-5300299072,2407275876,true
TSC-Z-6432,"Zone 6432: B4 C, BOH  TSC-CV-01",Z-6432,FDS_ZONE,,TSC,TSC_B4,,95,"Zone 6432: B4 C, BOH  TSC-CV-01",,,true
TSC-SPE-4067,"B4 C, BOARD R 653-1, TSC-SPE-4067",SPE-4067,FDS_DEVICE,,TSC,TSC_B4,,95,"B4 C, BOARD R 653-1, TSC-SPE-4067",-5300504740,2407282793,true
TSC-HTD-4002,"B4 C, TOILET 225-1, TSC-HTD-4002",HTD-4002,FDS_DEVICE,,TSC,TSC_B4,,95,"B4 C, TOILET 225-1, TSC-HTD-4002",,,true
TSC-HTD-3005,"B1 OSD, TOILET 912-71, TSC-HTD-3005",HTD-3005,FDS_DEVICE,,TSC,TSC_B1,,97,"B1 OSD, TOILET 912-71, TSC-HTD-3005",,,true
TSC-SPE-3064,"B1 OSD, REFUSE RM 239-72, TSC-SPE-3064",SPE-3064,FDS_DEVICE,,TSC,TSC_B1,,97,"B1 OSD, REFUSE RM 239-72, TSC-SPE-3064",-5300364097,2407234219,true
